DU2076 Bonus Cap Certificate — N=200-Step Binomial Tree
Date      : 2025-09-04
S0        : 1707.93 EUR
K (cap)   : 2000.00 EUR
B (barrier): 1050.00 EUR
sigma     : 0.3898  (38.98% p.a.)
r         : 0.0334  (3.34% p.a.)
T         : 1.7851 years
dt        : 0.008925 years
u         : 1.037515
d         : 0.963842
q (risk-neutral prob): 0.494186
Total nodes: 20,301
======================================================================
  Step  UpMoves      S(n,j) EUR   V_cert(n,j) EUR  Status
   199      135      23337.6551         1999.4039  alive
   199      136      25121.5020         1999.4039  alive
   199      137      27041.6997         1999.4039  alive
   199      138      29108.6705         1999.4039  alive
   199      139      31333.6331         1999.4039  alive
   199      140      33728.6639         1999.4039  alive
   199      141      36306.7623         1999.4039  alive
   199      142      39081.9213         1999.4039  alive
   199      143      42069.2035         1999.4039  alive
   199      144      45284.8229         1999.4039  alive
   199      145      48746.2328         1999.4039  alive
   199      146      52472.2204         1999.4039  alive
   199      147      56483.0092         1999.4039  alive
   199      148      60800.3683         1999.4039  alive
   199      149      65447.7309         1999.4039  alive
   199      150      70450.3213         1999.4039  alive
   199      151      75835.2918         1999.4039  alive
   199      152      81631.8701         1999.4039  alive
   199      153      87871.5182         1999.4039  alive
   199      154      94588.1027         1999.4039  alive
   199      155     101818.0788         1999.4039  alive
   199      156     109600.6885         1999.4039  alive
   199      157     117978.1730         1999.4039  alive
   199      158     126996.0024         1999.4039  alive
   199      159     136703.1224         1999.4039  alive
   199      160     147152.2200         1999.4039  alive
   199      161     158400.0092         1999.4039  alive
   199      162     170507.5391         1999.4039  alive
   199      163     183540.5254         1999.4039  alive
   199      164     197569.7064         1999.4039  alive
   199      165     212671.2279         1999.4039  alive
   199      166     228927.0556         1999.4039  alive
   199      167     246425.4207         1999.4039  alive
   199      168     265261.2982         1999.4039  alive
   199      169     285536.9227         1999.4039  alive
   199      170     307362.3435         1999.4039  alive
   199      171     330856.0213         1999.4039  alive
   199      172     356145.4718         1999.4039  alive
   199      173     383367.9574         1999.4039  alive
   199      174     412671.2324         1999.4039  alive
   199      175     444214.3449         1999.4039  alive
   199      176     478168.5000         1999.4039  alive
   199      177     514717.9893         1999.4039  alive
   199      178     554061.1908         1999.4039  alive
   199      179     596411.6458         1999.4039  alive
   199      180     641999.2181         1999.4039  alive
   199      181     691071.3414         1999.4039  alive
   199      182     743894.3621         1999.4039  alive
   199      183     800754.9855         1999.4039  alive
   199      184     861961.8316         1999.4039  alive
   199      185     927847.1100         1999.4039  alive
   199      186     998768.4233         1999.4039  alive
   199      187    1075110.7081         1999.4039  alive
   199      188    1157288.3239         1999.4039  alive
   199      189    1245747.3027         1999.4039  alive
   199      190    1340967.7694         1999.4039  alive
   199      191    1443466.5478         1999.4039  alive
   199      192    1553799.9661         1999.4039  alive
   199      193    1672566.8761         1999.4039  alive
   199      194    1800411.9038         1999.4039  alive
   199      195    1938028.9480         1999.4039  alive
   199      196    2086164.9467         1999.4039  alive
   199      197    2245623.9311         1999.4039  alive
   199      198    2417271.3897         1999.4039  alive
   199      199    2602038.9659         1999.4039  alive
   200        0          1.0805            1.0805  KNOCKED OUT
   200        1          1.1631            1.1631  KNOCKED OUT
   200        2          1.2520            1.2520  KNOCKED OUT
   200        3          1.3477            1.3477  KNOCKED OUT
   200        4          1.4507            1.4507  KNOCKED OUT
   200        5          1.5616            1.5616  KNOCKED OUT
   200        6          1.6810            1.6810  KNOCKED OUT
   200        7          1.8095            1.8095  KNOCKED OUT
   200        8          1.9478            1.9478  KNOCKED OUT
   200        9          2.0967            2.0967  KNOCKED OUT
   200       10          2.2569            2.2569  KNOCKED OUT
   200       11          2.4294            2.4294  KNOCKED OUT
   200       12          2.6151            2.6151  KNOCKED OUT
   200       13          2.8150            2.8150  KNOCKED OUT
   200       14          3.0302            3.0302  KNOCKED OUT
   200       15          3.2618            3.2618  KNOCKED OUT
   200       16          3.5111            3.5111  KNOCKED OUT
   200       17          3.7795            3.7795  KNOCKED OUT
   200       18          4.0684            4.0684  KNOCKED OUT
   200       19          4.3794            4.3794  KNOCKED OUT
   200       20          4.7141            4.7141  KNOCKED OUT
   200       21          5.0744            5.0744  KNOCKED OUT
   200       22          5.4623            5.4623  KNOCKED OUT
   200       23          5.8798            5.8798  KNOCKED OUT
   200       24          6.3293            6.3293  KNOCKED OUT
   200       25          6.8130            6.8130  KNOCKED OUT
   200       26          7.3338            7.3338  KNOCKED OUT
   200       27          7.8944            7.8944  KNOCKED OUT
   200       28          8.4978            8.4978  KNOCKED OUT
   200       29          9.1473            9.1473  KNOCKED OUT
   200       30          9.8465            9.8465  KNOCKED OUT
   200       31         10.5992           10.5992  KNOCKED OUT
   200       32         11.4093           11.4093  KNOCKED OUT
   200       33         12.2814           12.2814  KNOCKED OUT
   200       34         13.2201           13.2201  KNOCKED OUT
   200       35         14.2306           14.2306  KNOCKED OUT
   200       36         15.3184           15.3184  KNOCKED OUT
   200       37         16.4893           16.4893  KNOCKED OUT
   200       38         17.7496           17.7496  KNOCKED OUT
   200       39         19.1064           19.1064  KNOCKED OUT
   200       40         20.5668           20.5668  KNOCKED OUT
   200       41         22.1388           22.1388  KNOCKED OUT
   200       42         23.8311           23.8311  KNOCKED OUT
   200       43         25.6526           25.6526  KNOCKED OUT
   200       44         27.6134           27.6134  KNOCKED OUT
   200       45         29.7241           29.7241  KNOCKED OUT
   200       46         31.9961           31.9961  KNOCKED OUT
   200       47         34.4418           34.4418  KNOCKED OUT
   200       48         37.0744           37.0744  KNOCKED OUT
   200       49         39.9082           39.9082  KNOCKED OUT
   200       50         42.9586           42.9586  KNOCKED OUT
   200       51         46.2422           46.2422  KNOCKED OUT
   200       52         49.7768           49.7768  KNOCKED OUT
   200       53         53.5816           53.5816  KNOCKED OUT
   200       54         57.6772           57.6772  KNOCKED OUT
   200       55         62.0858           62.0858  KNOCKED OUT
   200       56         66.8314           66.8314  KNOCKED OUT
   200       57         71.9398           71.9398  KNOCKED OUT
   200       58         77.4386           77.4386  KNOCKED OUT
   200       59         83.3577           83.3577  KNOCKED OUT
   200       60         89.7293           89.7293  KNOCKED OUT
   200       61         96.5879           96.5879  KNOCKED OUT
   200       62        103.9707          103.9707  KNOCKED OUT
   200       63        111.9179          111.9179  KNOCKED OUT
   200       64        120.4725          120.4725  KNOCKED OUT
   200       65        129.6809          129.6809  KNOCKED OUT
   200       66        139.5933          139.5933  KNOCKED OUT
   200       67        150.2633          150.2633  KNOCKED OUT
   200       68        161.7489          161.7489  KNOCKED OUT
   200       69        174.1124          174.1124  KNOCKED OUT
   200       70        187.4209          187.4209  KNOCKED OUT
   200       71        201.7467          201.7467  KNOCKED OUT
