DU2076 Bonus Cap Certificate — N=200-Step Binomial Tree
Date      : 2025-09-04
S0        : 1707.93 EUR
K (cap)   : 2000.00 EUR
B (barrier): 1050.00 EUR
sigma     : 0.3898  (38.98% p.a.)
r         : 0.0334  (3.34% p.a.)
T         : 1.7851 years
dt        : 0.008925 years
u         : 1.037515
d         : 0.963842
q (risk-neutral prob): 0.494186
Total nodes: 20,301
======================================================================
  Step  UpMoves      S(n,j) EUR   V_cert(n,j) EUR  Status
   137       69       1772.0002         1894.6507  alive
   137       70       1907.4456         1924.6498  alive
   137       71       2053.2439         1942.6979  alive
   137       72       2210.1865         1952.8493  alive
   137       73       2379.1253         1958.1811  alive
   137       74       2560.9771         1960.7924  alive
   137       75       2756.7290         1961.9829  alive
   137       76       2967.4435         1962.4872  alive
   137       77       3194.2643         1962.6852  alive
   137       78       3438.4224         1962.7571  alive
   137       79       3701.2431         1962.7811  alive
   137       80       3984.1529         1962.7885  alive
   137       81       4288.6873         1962.7906  alive
   137       82       4616.4992         1962.7911  alive
   137       83       4969.3679         1962.7913  alive
   137       84       5349.2086         1962.7913  alive
   137       85       5758.0830         1962.7913  alive
   137       86       6198.2103         1962.7913  alive
   137       87       6671.9793         1962.7913  alive
   137       88       7181.9615         1962.7913  alive
   137       89       7730.9249         1962.7913  alive
   137       90       8321.8492         1962.7913  alive
   137       91       8957.9416         1962.7913  alive
   137       92       9642.6546         1962.7913  alive
   137       93      10379.7046         1962.7913  alive
   137       94      11173.0921         1962.7913  alive
   137       95      12027.1232         1962.7913  alive
   137       96      12946.4335         1962.7913  alive
   137       97      13936.0126         1962.7913  alive
   137       98      15001.2315         1962.7913  alive
   137       99      16147.8720         1962.7913  alive
   137      100      17382.1575         1962.7913  alive
   137      101      18710.7874         1962.7913  alive
   137      102      20140.9731         1962.7913  alive
   137      103      21680.4770         1962.7913  alive
   137      104      23337.6551         1962.7913  alive
   137      105      25121.5020         1962.7913  alive
   137      106      27041.6997         1962.7913  alive
   137      107      29108.6705         1962.7913  alive
   137      108      31333.6331         1962.7913  alive
   137      109      33728.6639         1962.7913  alive
   137      110      36306.7623         1962.7913  alive
   137      111      39081.9213         1962.7913  alive
   137      112      42069.2035         1962.7913  alive
   137      113      45284.8229         1962.7913  alive
   137      114      48746.2328         1962.7913  alive
   137      115      52472.2204         1962.7913  alive
   137      116      56483.0092         1962.7913  alive
   137      117      60800.3683         1962.7913  alive
   137      118      65447.7309         1962.7913  alive
   137      119      70450.3213         1962.7913  alive
   137      120      75835.2918         1962.7913  alive
   137      121      81631.8701         1962.7913  alive
   137      122      87871.5182         1962.7913  alive
   137      123      94588.1027         1962.7913  alive
   137      124     101818.0788         1962.7913  alive
   137      125     109600.6885         1962.7913  alive
   137      126     117978.1730         1962.7913  alive
   137      127     126996.0024         1962.7913  alive
   137      128     136703.1224         1962.7913  alive
   137      129     147152.2200         1962.7913  alive
   137      130     158400.0092         1962.7913  alive
   137      131     170507.5391         1962.7913  alive
   137      132     183540.5254         1962.7913  alive
   137      133     197569.7064         1962.7913  alive
   137      134     212671.2279         1962.7913  alive
   137      135     228927.0556         1962.7913  alive
   137      136     246425.4207         1962.7913  alive
   137      137     265261.2982         1962.7913  alive
   138        0         10.5992           10.5675  KNOCKED OUT
   138        1         11.4093           11.3753  KNOCKED OUT
   138        2         12.2814           12.2448  KNOCKED OUT
   138        3         13.2201           13.1807  KNOCKED OUT
   138        4         14.2306           14.1882  KNOCKED OUT
   138        5         15.3184           15.2727  KNOCKED OUT
   138        6         16.4893           16.4401  KNOCKED OUT
   138        7         17.7496           17.6967  KNOCKED OUT
   138        8         19.1064           19.0494  KNOCKED OUT
   138        9         20.5668           20.5054  KNOCKED OUT
   138       10         22.1388           22.0728  KNOCKED OUT
   138       11         23.8311           23.7600  KNOCKED OUT
   138       12         25.6526           25.5761  KNOCKED OUT
   138       13         27.6134           27.5310  KNOCKED OUT
   138       14         29.7241           29.6354  KNOCKED OUT
   138       15         31.9961           31.9006  KNOCKED OUT
   138       16         34.4418           34.3390  KNOCKED OUT
   138       17         37.0744           36.9637  KNOCKED OUT
   138       18         39.9082           39.7891  KNOCKED OUT
   138       19         42.9586           42.8304  KNOCKED OUT
   138       20         46.2422           46.1043  KNOCKED OUT
   138       21         49.7768           49.6283  KNOCKED OUT
   138       22         53.5816           53.4217  KNOCKED OUT
   138       23         57.6772           57.5051  KNOCKED OUT
   138       24         62.0858           61.9006  KNOCKED OUT
   138       25         66.8314           66.6320  KNOCKED OUT
   138       26         71.9398           71.7251  KNOCKED OUT
   138       27         77.4386           77.2075  KNOCKED OUT
   138       28         83.3577           83.1090  KNOCKED OUT
   138       29         89.7293           89.4616  KNOCKED OUT
   138       30         96.5879           96.2997  KNOCKED OUT
   138       31        103.9707          103.6605  KNOCKED OUT
   138       32        111.9179          111.5839  KNOCKED OUT
   138       33        120.4725          120.1130  KNOCKED OUT
   138       34        129.6809          129.2940  KNOCKED OUT
   138       35        139.5933          139.1768  KNOCKED OUT
   138       36        150.2633          149.8149  KNOCKED OUT
   138       37        161.7489          161.2663  KNOCKED OUT
   138       38        174.1124          173.5929  KNOCKED OUT
   138       39        187.4209          186.8617  KNOCKED OUT
   138       40        201.7467          201.1447  KNOCKED OUT
   138       41        217.1675          216.5195  KNOCKED OUT
   138       42        233.7670          233.0695  KNOCKED OUT
   138       43        251.6353          250.8845  KNOCKED OUT
   138       44        270.8694          270.0612  KNOCKED OUT
   138       45        291.5737          290.7037  KNOCKED OUT
   138       46        313.8606          312.9241  KNOCKED OUT
   138       47        337.8509          336.8429  KNOCKED OUT
   138       48        363.6751          362.5899  KNOCKED OUT
   138       49        391.4731          390.3050  KNOCKED OUT
   138       50        421.3959          420.1385  KNOCKED OUT
   138       51        453.6059          452.2524  KNOCKED OUT
   138       52        488.2779          486.8210  KNOCKED OUT
   138       53        525.6001          524.0318  KNOCKED OUT
   138       54        565.7751          564.0867  KNOCKED OUT
   138       55        609.0209          607.2027  KNOCKED OUT
   138       56        655.5723          653.6124  KNOCKED OUT
   138       57        705.6819          703.5639  KNOCKED OUT
   138       58        759.6217          757.3179  KNOCKED OUT
   138       59        817.6845          815.1403  KNOCKED OUT
   138       60        880.1853          877.2865  KNOCKED OUT
   138       61        947.4636          943.9705  KNOCKED OUT
   138       62       1019.8843         1015.3145  KNOCKED OUT
   138       63       1097.8406         1184.6069  alive
   138       64       1181.7556         1351.1031  alive
   138       65       1272.0848         1504.0592  alive
   138       66       1369.3184         1635.4919  alive
   138       67       1473.9842         1741.2035  alive
   138       68       1586.6502         1820.8069  alive
   138       69       1707.9281         1876.9224  alive
   138       70       1838.4760         1913.9391  alive
   138       71       1979.0025         1936.7735  alive
   138       72       2130.2704         1949.9337  alive
   138       73       2293.1007         1957.0117  alive
   138       74       2468.3771         1960.5594  alive
   138       75       2657.0510         1962.2138  alive
   138       76       2860.1465         1962.9302  alive
   138       77       3078.7658         1963.2176  alive
   138       78       3314.0957         1963.3242  alive
   138       79       3567.4133         1963.3606  alive
   138       80       3840.0936         1963.3721  alive
   138       81       4133.6166         1963.3753  alive
   138       82       4449.5755         1963.3762  alive
   138       83       4789.6851         1963.3764  alive
   138       84       5155.7915         1963.3765  alive
   138       85       5549.8817         1963.3765  alive
   138       86       5974.0948         1963.3765  alive
   138       87       6430.7333         1963.3765  alive
   138       88       6922.2755         1963.3765  alive
   138       89       7451.3895         1963.3765  alive
   138       90       8020.9470         1963.3765  alive
   138       91       8634.0395         1963.3765  alive
   138       92       9293.9946         1963.3765  alive
   138       93      10004.3943         1963.3765  alive
   138       94      10769.0944         1963.3765  alive
   138       95      11592.2455         1963.3765  alive
   138       96      12478.3152         1963.3765  alive
   138       97      13432.1130         1963.3765  alive
   138       98      14458.8157         1963.3765  alive
   138       99      15563.9958         1963.3765  alive
   138      100      16753.6520         1963.3765  alive
   138      101      18034.2412         1963.3765  alive
   138      102      19412.7140         1963.3765  alive
   138      103      20896.5525         1963.3765  alive
   138      104      22493.8102         1963.3765  alive
   138      105      24213.1565         1963.3765  alive
   138      106      26063.9236         1963.3765  alive
   138      107      28056.1566         1963.3765  alive
   138      108      30200.6689         1963.3765  alive
   138      109      32509.0999         1963.3765  alive
   138      110      34993.9792         1963.3765  alive
   138      111      37668.7938         1963.3765  alive
   138      112      40548.0616         1963.3765  alive
   138      113      43647.4104         1963.3765  alive
   138      114      46983.6622         1963.3765  alive
   138      115      50574.9253         1963.3765  alive
   138      116      54440.6916         1963.3765  alive
   138      117      58601.9433         1963.3765  alive
   138      118      63081.2662         1963.3765  alive
   138      119      67902.9725         1963.3765  alive
   138      120      73093.2327         1963.3765  alive
   138      121      78680.2179         1963.3765  alive
   138      122      84694.2523         1963.3765  alive
   138      123      91167.9779         1963.3765  alive
   138      124      98136.5319         1963.3765  alive
   138      125     105637.7373         1963.3765  alive
   138      126     113712.3080         1963.3765  alive
   138      127     122404.0699         1963.3765  alive
   138      128     131760.1991         1963.3765  alive
   138      129     141831.4773         1963.3765  alive
   138      130     152672.5679         1963.3765  alive
   138      131     164342.3128         1963.3765  alive
   138      132     176904.0512         1963.3765  alive
   138      133     190425.9639         1963.3765  alive
   138      134     204981.4432         1963.3765  alive
   138      135     220649.4913         1963.3765  alive
   138      136     237515.1490         1963.3765  alive
   138      137     255669.9572         1963.3765  alive
   138      138     275212.4539         1963.3765  alive
   139        0         10.2159           10.1859  KNOCKED OUT
   139        1         10.9968           10.9645  KNOCKED OUT
   139        2         11.8373           11.8026  KNOCKED OUT
   139        3         12.7421           12.7047  KNOCKED OUT
   139        4         13.7161           13.6758  KNOCKED OUT
   139        5         14.7645           14.7212  KNOCKED OUT
   139        6         15.8930           15.8464  KNOCKED OUT
   139        7         17.1079           17.0576  KNOCKED OUT
   139        8         18.4155           18.3615  KNOCKED OUT
   139        9         19.8231           19.7649  KNOCKED OUT
   139       10         21.3383           21.2757  KNOCKED OUT
   139       11         22.9694           22.9019  KNOCKED OUT
   139       12         24.7251           24.6525  KNOCKED OUT
   139       13         26.6150           26.5368  KNOCKED OUT
   139       14         28.6493           28.5652  KNOCKED OUT
   139       15         30.8392           30.7486  KNOCKED OUT
   139       16         33.1964           33.0989  KNOCKED OUT
   139       17         35.7338           35.6289  KNOCKED OUT
   139       18         38.4652           38.3523  KNOCKED OUT
   139       19         41.4053           41.2838  KNOCKED OUT
   139       20         44.5702           44.4394  KNOCKED OUT
   139       21         47.9770           47.8361  KNOCKED OUT
   139       22         51.6442           51.4926  KNOCKED OUT
   139       23         55.5917           55.4285  KNOCKED OUT
   139       24         59.8409           59.6652  KNOCKED OUT
   139       25         64.4149           64.2258  KNOCKED OUT
   139       26         69.3386           69.1350  KNOCKED OUT
   139       27         74.6386           74.4194  KNOCKED OUT
   139       28         80.3437           80.1078  KNOCKED OUT
   139       29         86.4848           86.2310  KNOCKED OUT
   139       30         93.0954           92.8221  KNOCKED OUT
   139       31        100.2113           99.9171  KNOCKED OUT
   139       32        107.8711          107.5544  KNOCKED OUT
   139       33        116.1164          115.7755  KNOCKED OUT
   139       34        124.9919          124.6250  KNOCKED OUT
   139       35        134.5459          134.1509  KNOCKED OUT
   139       36        144.8301          144.4049  KNOCKED OUT
   139       37        155.9004          155.4427  KNOCKED OUT
   139       38        167.8168          167.3242  KNOCKED OUT
   139       39        180.6441          180.1138  KNOCKED OUT
   139       40        194.4519          193.8811  KNOCKED OUT
   139       41        209.3151          208.7007  KNOCKED OUT
   139       42        225.3144          224.6530  KNOCKED OUT
   139       43        242.5367          241.8247  KNOCKED OUT
   139       44        261.0753          260.3089  KNOCKED OUT
   139       45        281.0310          280.2059  KNOCKED OUT
   139       46        302.5120          301.6239  KNOCKED OUT
   139       47        325.6349          324.6789  KNOCKED OUT
   139       48        350.5253          349.4962  KNOCKED OUT
   139       49        377.3182          376.2105  KNOCKED OUT
   139       50        406.1590          404.9666  KNOCKED OUT
   139       51        437.2044          435.9209  KNOCKED OUT
   139       52        470.6227          469.2411  KNOCKED OUT
   139       53        506.5954          505.1082  KNOCKED OUT
   139       54        545.3177          543.7167  KNOCKED OUT
   139       55        586.9999          585.2762  KNOCKED OUT
   139       56        631.8681          630.0114  KNOCKED OUT
   139       57        680.1658          678.1631  KNOCKED OUT
   139       58        732.1552          729.9869  KNOCKED OUT
   139       59        788.1186          785.7489  KNOCKED OUT
   139       60        848.3595          845.7151  KNOCKED OUT
   139       61        913.2051          910.1300  KNOCKED OUT
   139       62        983.0072          979.1768  KNOCKED OUT
   139       63       1058.1448         1100.5221  alive
   139       64       1139.0256         1271.3848  alive
   139       65       1226.0886         1433.5122  alive
   139       66       1319.8064         1577.1734  alive
   139       67       1420.6877         1696.1692  alive
   139       68       1529.2800         1788.3477  alive
   139       69       1646.1727         1855.1282  alive
   139       70       1772.0002         1900.3616  alive
   139       71       1907.4456         1928.9907  alive
   139       72       2053.2439         1945.9079  alive
   139       73       2210.1865         1955.2305  alive
   139       74       2379.1253         1960.0154  alive
   139       75       2560.9771         1962.2989  alive
   139       76       2756.7290         1963.3104  alive
   139       77       2967.4435         1963.7253  alive
   139       78       3194.2643         1963.8825  alive
   139       79       3438.4224         1963.9373  alive
   139       80       3701.2431         1963.9549  alive
   139       81       3984.1529         1963.9600  alive
   139       82       4288.6873         1963.9614  alive
   139       83       4616.4992         1963.9617  alive
   139       84       4969.3679         1963.9618  alive
   139       85       5349.2086         1963.9618  alive
   139       86       5758.0830         1963.9618  alive
   139       87       6198.2103         1963.9618  alive
   139       88       6671.9793         1963.9618  alive
   139       89       7181.9615         1963.9618  alive
   139       90       7730.9249         1963.9618  alive
   139       91       8321.8492         1963.9618  alive
   139       92       8957.9416         1963.9618  alive
   139       93       9642.6546         1963.9618  alive
   139       94      10379.7046         1963.9618  alive
   139       95      11173.0921         1963.9618  alive
   139       96      12027.1232         1963.9618  alive
   139       97      12946.4335         1963.9618  alive
   139       98      13936.0126         1963.9618  alive
   139       99      15001.2315         1963.9618  alive
   139      100      16147.8720         1963.9618  alive
   139      101      17382.1575         1963.9618  alive
   139      102      18710.7874         1963.9618  alive
   139      103      20140.9731         1963.9618  alive
   139      104      21680.4770         1963.9618  alive
   139      105      23337.6551         1963.9618  alive
   139      106      25121.5020         1963.9618  alive
   139      107      27041.6997         1963.9618  alive
   139      108      29108.6705         1963.9618  alive
   139      109      31333.6331         1963.9618  alive
   139      110      33728.6639         1963.9618  alive
   139      111      36306.7623         1963.9618  alive
   139      112      39081.9213         1963.9618  alive
   139      113      42069.2035         1963.9618  alive
   139      114      45284.8229         1963.9618  alive
   139      115      48746.2328         1963.9618  alive
   139      116      52472.2204         1963.9618  alive
   139      117      56483.0092         1963.9618  alive
   139      118      60800.3683         1963.9618  alive
   139      119      65447.7309         1963.9618  alive
   139      120      70450.3213         1963.9618  alive
   139      121      75835.2918         1963.9618  alive
   139      122      81631.8701         1963.9618  alive
   139      123      87871.5182         1963.9618  alive
   139      124      94588.1027         1963.9618  alive
   139      125     101818.0788         1963.9618  alive
   139      126     109600.6885         1963.9618  alive
   139      127     117978.1730         1963.9618  alive
   139      128     126996.0024         1963.9618  alive
   139      129     136703.1224         1963.9618  alive
   139      130     147152.2200         1963.9618  alive
   139      131     158400.0092         1963.9618  alive
   139      132     170507.5391         1963.9618  alive
   139      133     183540.5254         1963.9618  alive
   139      134     197569.7064         1963.9618  alive
   139      135     212671.2279         1963.9618  alive
   139      136     228927.0556         1963.9618  alive
   139      137     246425.4207         1963.9618  alive
   139      138     265261.2982         1963.9618  alive
   139      139     285536.9227         1963.9618  alive
   140        0          9.8465            9.8181  KNOCKED OUT
   140        1         10.5992           10.5685  KNOCKED OUT
   140        2         11.4093           11.3764  KNOCKED OUT
   140        3         12.2814           12.2459  KNOCKED OUT
   140        4         13.2201           13.1820  KNOCKED OUT
   140        5         14.2306           14.1896  KNOCKED OUT
   140        6         15.3184           15.2742  KNOCKED OUT
   140        7         16.4893           16.4417  KNOCKED OUT
   140        8         17.7496           17.6984  KNOCKED OUT
   140        9         19.1064           19.0512  KNOCKED OUT
   140       10         20.5668           20.5074  KNOCKED OUT
   140       11         22.1388           22.0749  KNOCKED OUT
   140       12         23.8311           23.7622  KNOCKED OUT
   140       13         25.6526           25.5785  KNOCKED OUT
   140       14         27.6134           27.5337  KNOCKED OUT
   140       15         29.7241           29.6383  KNOCKED OUT
   140       16         31.9961           31.9037  KNOCKED OUT
   140       17         34.4418           34.3423  KNOCKED OUT
   140       18         37.0744           36.9673  KNOCKED OUT
   140       19         39.9082           39.7929  KNOCKED OUT
   140       20         42.9586           42.8346  KNOCKED OUT
   140       21         46.2422           46.1087  KNOCKED OUT
   140       22         49.7768           49.6331  KNOCKED OUT
   140       23         53.5816           53.4269  KNOCKED OUT
   140       24         57.6772           57.5106  KNOCKED OUT
   140       25         62.0858           61.9065  KNOCKED OUT
   140       26         66.8314           66.6384  KNOCKED OUT
   140       27         71.9398           71.7320  KNOCKED OUT
   140       28         77.4386           77.2150  KNOCKED OUT
   140       29         83.3577           83.1170  KNOCKED OUT
   140       30         89.7293           89.4702  KNOCKED OUT
   140       31         96.5879           96.3090  KNOCKED OUT
   140       32        103.9707          103.6705  KNOCKED OUT
   140       33        111.9179          111.5947  KNOCKED OUT
   140       34        120.4725          120.1246  KNOCKED OUT
   140       35        129.6809          129.3065  KNOCKED OUT
   140       36        139.5933          139.1902  KNOCKED OUT
   140       37        150.2633          149.8294  KNOCKED OUT
   140       38        161.7489          161.2818  KNOCKED OUT
   140       39        174.1124          173.6096  KNOCKED OUT
   140       40        187.4209          186.8797  KNOCKED OUT
   140       41        201.7467          201.1641  KNOCKED OUT
   140       42        217.1675          216.5404  KNOCKED OUT
   140       43        233.7670          233.0920  KNOCKED OUT
   140       44        251.6353          250.9087  KNOCKED OUT
   140       45        270.8694          270.0872  KNOCKED OUT
   140       46        291.5737          290.7317  KNOCKED OUT
   140       47        313.8606          312.9542  KNOCKED OUT
   140       48        337.8509          336.8753  KNOCKED OUT
   140       49        363.6751          362.6249  KNOCKED OUT
   140       50        391.4731          390.3426  KNOCKED OUT
   140       51        421.3959          420.1790  KNOCKED OUT
   140       52        453.6059          452.2960  KNOCKED OUT
   140       53        488.2779          486.8679  KNOCKED OUT
   140       54        525.6001          524.0823  KNOCKED OUT
   140       55        565.7751          564.1411  KNOCKED OUT
   140       56        609.0209          607.2615  KNOCKED OUT
   140       57        655.5723          653.6765  KNOCKED OUT
   140       58        705.6819          703.6349  KNOCKED OUT
   140       59        759.6217          757.3993  KNOCKED OUT
   140       60        817.6845          815.2395  KNOCKED OUT
   140       61        880.1853          877.4179  KNOCKED OUT
   140       62        947.4636          944.1607  KNOCKED OUT
   140       63       1019.8843         1015.6074  KNOCKED OUT
   140       64       1097.8406         1188.0986  alive
   140       65       1181.7556         1357.3975  alive
   140       66       1272.0848         1512.2825  alive
   140       67       1369.3184         1644.5425  alive
   140       68       1473.9842         1750.0339  alive
   140       69       1586.6502         1828.6419  alive
   140       70       1707.9281         1883.3567  alive
   140       71       1838.4760         1918.9131  alive
   140       72       1979.0025         1940.4692  alive
   140       73       2130.2704         1952.6484  alive
   140       74       2293.1007         1959.0530  alive
   140       75       2468.3771         1962.1828  alive
   140       76       2657.0510         1963.6016  alive
   140       77       2860.1465         1964.1968  alive
   140       78       3078.7658         1964.4273  alive
   140       79       3314.0957         1964.5095  alive
   140       80       3567.4133         1964.5364  alive
   140       81       3840.0936         1964.5445  alive
   140       82       4133.6166         1964.5466  alive
   140       83       4449.5755         1964.5472  alive
   140       84       4789.6851         1964.5473  alive
   140       85       5155.7915         1964.5473  alive
   140       86       5549.8817         1964.5473  alive
   140       87       5974.0948         1964.5473  alive
   140       88       6430.7333         1964.5473  alive
   140       89       6922.2755         1964.5473  alive
   140       90       7451.3895         1964.5473  alive
   140       91       8020.9470         1964.5473  alive
   140       92       8634.0395         1964.5473  alive
   140       93       9293.9946         1964.5473  alive
   140       94      10004.3943         1964.5473  alive
   140       95      10769.0944         1964.5473  alive
   140       96      11592.2455         1964.5473  alive
   140       97      12478.3152         1964.5473  alive
   140       98      13432.1130         1964.5473  alive
   140       99      14458.8157         1964.5473  alive
   140      100      15563.9958         1964.5473  alive
   140      101      16753.6520         1964.5473  alive
   140      102      18034.2412         1964.5473  alive
   140      103      19412.7140         1964.5473  alive
   140      104      20896.5525         1964.5473  alive
   140      105      22493.8102         1964.5473  alive
   140      106      24213.1565         1964.5473  alive
   140      107      26063.9236         1964.5473  alive
   140      108      28056.1566         1964.5473  alive
   140      109      30200.6689         1964.5473  alive
   140      110      32509.0999         1964.5473  alive
   140      111      34993.9792         1964.5473  alive
   140      112      37668.7938         1964.5473  alive
   140      113      40548.0616         1964.5473  alive
   140      114      43647.4104         1964.5473  alive
   140      115      46983.6622         1964.5473  alive
   140      116      50574.9253         1964.5473  alive
   140      117      54440.6916         1964.5473  alive
   140      118      58601.9433         1964.5473  alive
   140      119      63081.2662         1964.5473  alive
   140      120      67902.9725         1964.5473  alive
   140      121      73093.2327         1964.5473  alive
   140      122      78680.2179         1964.5473  alive
   140      123      84694.2523         1964.5473  alive
   140      124      91167.9779         1964.5473  alive
   140      125      98136.5319         1964.5473  alive
   140      126     105637.7373         1964.5473  alive
   140      127     113712.3080         1964.5473  alive
   140      128     122404.0699         1964.5473  alive
   140      129     131760.1991         1964.5473  alive
   140      130     141831.4773         1964.5473  alive
   140      131     152672.5679         1964.5473  alive
   140      132     164342.3128         1964.5473  alive
   140      133     176904.0512         1964.5473  alive
   140      134     190425.9639         1964.5473  alive
   140      135     204981.4432         1964.5473  alive
   140      136     220649.4913         1964.5473  alive
   140      137     237515.1490         1964.5473  alive
   140      138     255669.9572         1964.5473  alive
   140      139     275212.4539         1964.5473  alive
   140      140     296248.7092         1964.5473  alive
   141        0          9.4905            9.4635  KNOCKED OUT
   141        1         10.2159           10.1869  KNOCKED OUT
   141        2         10.9968           10.9655  KNOCKED OUT
   141        3         11.8373           11.8037  KNOCKED OUT
   141        4         12.7421           12.7059  KNOCKED OUT
   141        5         13.7161           13.6771  KNOCKED OUT
   141        6         14.7645           14.7226  KNOCKED OUT
   141        7         15.8930           15.8479  KNOCKED OUT
   141        8         17.1079           17.0593  KNOCKED OUT
   141        9         18.4155           18.3632  KNOCKED OUT
   141       10         19.8231           19.7668  KNOCKED OUT
   141       11         21.3383           21.2778  KNOCKED OUT
   141       12         22.9694           22.9041  KNOCKED OUT
   141       13         24.7251           24.6549  KNOCKED OUT
   141       14         26.6150           26.5394  KNOCKED OUT
   141       15         28.6493           28.5680  KNOCKED OUT
   141       16         30.8392           30.7516  KNOCKED OUT
   141       17         33.1964           33.1021  KNOCKED OUT
   141       18         35.7338           35.6323  KNOCKED OUT
   141       19         38.4652           38.3560  KNOCKED OUT
   141       20         41.4053           41.2878  KNOCKED OUT
   141       21         44.5702           44.4436  KNOCKED OUT
   141       22         47.9770           47.8408  KNOCKED OUT
   141       23         51.6442           51.4975  KNOCKED OUT
   141       24         55.5917           55.4338  KNOCKED OUT
   141       25         59.8409           59.6710  KNOCKED OUT
   141       26         64.4149           64.2320  KNOCKED OUT
   141       27         69.3386           69.1417  KNOCKED OUT
   141       28         74.6386           74.4266  KNOCKED OUT
   141       29         80.3437           80.1155  KNOCKED OUT
   141       30         86.4848           86.2393  KNOCKED OUT
   141       31         93.0954           92.8311  KNOCKED OUT
   141       32        100.2113           99.9268  KNOCKED OUT
   141       33        107.8711          107.5648  KNOCKED OUT
   141       34        116.1164          115.7867  KNOCKED OUT
   141       35        124.9919          124.6370  KNOCKED OUT
   141       36        134.5459          134.1638  KNOCKED OUT
   141       37        144.8301          144.4188  KNOCKED OUT
   141       38        155.9004          155.4577  KNOCKED OUT
   141       39        167.8168          167.3403  KNOCKED OUT
   141       40        180.6441          180.1312  KNOCKED OUT
   141       41        194.4519          193.8998  KNOCKED OUT
   141       42        209.3151          208.7208  KNOCKED OUT
   141       43        225.3144          224.6746  KNOCKED OUT
   141       44        242.5367          241.8480  KNOCKED OUT
   141       45        261.0753          260.3340  KNOCKED OUT
   141       46        281.0310          280.2330  KNOCKED OUT
   141       47        302.5120          301.6530  KNOCKED OUT
   141       48        325.6349          324.7102  KNOCKED OUT
   141       49        350.5253          349.5299  KNOCKED OUT
   141       50        377.3182          376.2467  KNOCKED OUT
   141       51        406.1590          405.0057  KNOCKED OUT
   141       52        437.2044          435.9629  KNOCKED OUT
   141       53        470.6227          469.2863  KNOCKED OUT
   141       54        506.5954          505.1569  KNOCKED OUT
   141       55        545.3177          543.7692  KNOCKED OUT
   141       56        586.9999          585.3327  KNOCKED OUT
   141       57        631.8681          630.0726  KNOCKED OUT
   141       58        680.1658          678.2301  KNOCKED OUT
   141       59        732.1552          730.0619  KNOCKED OUT
   141       60        788.1186          785.8367  KNOCKED OUT
   141       61        848.3595          845.8258  KNOCKED OUT
   141       62        913.2051          910.2827  KNOCKED OUT
   141       63        983.0072          979.4053  KNOCKED OUT
   141       64       1058.1448         1102.4608  alive
   141       65       1139.0256         1276.4680  alive
   141       66       1226.0886         1441.0501  alive
   141       67       1319.8064         1586.1032  alive
   141       68       1420.6877         1705.3488  alive
   141       69       1529.2800         1796.8260  alive
   141       70       1646.1727         1862.3096  alive
   141       71       1772.0002         1906.0352  alive
   141       72       1907.4456         1933.2516  alive
   141       73       2053.2439         1949.0274  alive
   141       74       2210.1865         1957.5326  alive
   141       75       2379.1253         1961.7910  alive
   141       76       2560.9771         1963.7676  alive
   141       77       2756.7290         1964.6162  alive
   141       78       2967.4435         1964.9524  alive
   141       79       3194.2643         1965.0750  alive
   141       80       3438.4224         1965.1159  alive
   141       81       3701.2431         1965.1284  alive
   141       82       3984.1529         1965.1319  alive
   141       83       4288.6873         1965.1328  alive
   141       84       4616.4992         1965.1330  alive
   141       85       4969.3679         1965.1330  alive
   141       86       5349.2086         1965.1330  alive
   141       87       5758.0830         1965.1330  alive
   141       88       6198.2103         1965.1330  alive
   141       89       6671.9793         1965.1330  alive
   141       90       7181.9615         1965.1330  alive
   141       91       7730.9249         1965.1330  alive
   141       92       8321.8492         1965.1330  alive
   141       93       8957.9416         1965.1330  alive
   141       94       9642.6546         1965.1330  alive
   141       95      10379.7046         1965.1330  alive
   141       96      11173.0921         1965.1330  alive
   141       97      12027.1232         1965.1330  alive
   141       98      12946.4335         1965.1330  alive
   141       99      13936.0126         1965.1330  alive
   141      100      15001.2315         1965.1330  alive
   141      101      16147.8720         1965.1330  alive
   141      102      17382.1575         1965.1330  alive
   141      103      18710.7874         1965.1330  alive
   141      104      20140.9731         1965.1330  alive
   141      105      21680.4770         1965.1330  alive
   141      106      23337.6551         1965.1330  alive
   141      107      25121.5020         1965.1330  alive
   141      108      27041.6997         1965.1330  alive
   141      109      29108.6705         1965.1330  alive
   141      110      31333.6331         1965.1330  alive
   141      111      33728.6639         1965.1330  alive
   141      112      36306.7623         1965.1330  alive
   141      113      39081.9213         1965.1330  alive
   141      114      42069.2035         1965.1330  alive
   141      115      45284.8229         1965.1330  alive
   141      116      48746.2328         1965.1330  alive
   141      117      52472.2204         1965.1330  alive
   141      118      56483.0092         1965.1330  alive
   141      119      60800.3683         1965.1330  alive
   141      120      65447.7309         1965.1330  alive
   141      121      70450.3213         1965.1330  alive
   141      122      75835.2918         1965.1330  alive
   141      123      81631.8701         1965.1330  alive
   141      124      87871.5182         1965.1330  alive
   141      125      94588.1027         1965.1330  alive
   141      126     101818.0788         1965.1330  alive
   141      127     109600.6885         1965.1330  alive
   141      128     117978.1730         1965.1330  alive
   141      129     126996.0024         1965.1330  alive
   141      130     136703.1224         1965.1330  alive
   141      131     147152.2200         1965.1330  alive
   141      132     158400.0092         1965.1330  alive
   141      133     170507.5391         1965.1330  alive
   141      134     183540.5254         1965.1330  alive
